date,location,customer_name,products,payment_type,total,card_number
06/07/2022 14:15,Birmingham,Daniel Shoults,"Regular - Chai latte - None - 2.30, Large - Chai latte - None - 2.60, Regular - Speciality Tea - English breakfast - 1.30, Large - Red Label tea - None - 1.80",8.0,CARD,3733
06/07/2022 14:16,Birmingham,Theda Frede,Regular - Chai latte - None - 2.30,2.3,CARD,5038
06/07/2022 14:17,Birmingham,Ronald James,Regular - Red Label tea - None - 1.20,1.2,CASH,nan
06/07/2022 14:18,Birmingham,Rodrigo Grant,"Large - Speciality Tea - Camomile - 1.60, Large - Speciality Tea - Camomile - 1.60",3.2,CASH,nan
06/07/2022 14:20,Birmingham,Thomas Brewer,"Large - Cortado - None - 2.35, Large - Speciality Tea - Camomile - 1.60",3.95,CARD,8727
06/07/2022 14:21,Birmingham,Patricia Monk,"Regular - Speciality Tea - English breakfast - 1.30, Large - Red Label tea - None - 1.80, Regular - Cortado - None - 2.05",5.15,CARD,7029
06/07/2022 14:22,Birmingham,Andy Barton,"Large - Chai latte - None - 2.60, Regular - Speciality Tea - English breakfast - 1.30, Large - Speciality Tea - English breakfast - 1.60, Regular - Speciality Tea - English breakfast - 1.30, Large - Speciality Tea - Camomile - 1.60",8.4,CASH,nan
06/07/2022 14:23,Birmingham,Christopher Weathers,"Large - Speciality Tea - English breakfast - 1.60, Large - Cortado - None - 2.35, Large - Speciality Tea - Camomile - 1.60",5.55,CARD,5584
06/07/2022 14:24,Birmingham,Jon Marano,Regular - Flavoured hot chocolate - Caramel - 2.60,2.6,CARD,7659
06/07/2022 14:25,Birmingham,Sara Harris,"Regular - Speciality Tea - English breakfast - 1.30, Regular - Speciality Tea - Camomile - 1.30, Regular - Cortado - None - 2.05, Regular - Red Label tea - None - 1.20, Regular - Speciality Tea - English breakfast - 1.30",7.15,CASH,nan
06/07/2022 14:26,Birmingham,Dominic Adams,"Large - Flavoured hot chocolate - Caramel - 2.90, Regular - Speciality Tea - Camomile - 1.30, Large - Flavoured hot chocolate - Caramel - 2.90",7.1,CARD,0628
06/07/2022 14:28,Birmingham,Mary Sandoval,"Regular - Chai latte - None - 2.30, Regular - Chai latte - None - 2.30, Large - Red Label tea - None - 1.80, Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - English breakfast - 1.30",9.0,CARD,6177
06/07/2022 14:29,Birmingham,Elanor West,Large - Speciality Tea - Camomile - 1.60,1.6,CARD,2244
06/07/2022 14:30,Birmingham,Jeff Robinson,"Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - English breakfast - 1.30",3.9,CASH,nan
06/07/2022 14:31,Birmingham,Heather Meador,Large - Red Label tea - None - 1.80,1.8,CASH,nan
06/07/2022 14:32,Birmingham,Thomas Nappi,"Regular - Speciality Tea - Camomile - 1.30, Large - Cortado - None - 2.35, Regular - Cortado - None - 2.05, Regular - Chai latte - None - 2.30",8.0,CASH,nan
06/07/2022 14:33,Birmingham,Sandra Ibanez,Large - Speciality Tea - Camomile - 1.60,1.6,CASH,nan
06/07/2022 14:35,Birmingham,Ronald Grosser,Large - Chai latte - None - 2.60,2.6,CARD,1632
06/07/2022 14:36,Birmingham,Roxanne Carothers,"Regular - Red Label tea - None - 1.20, Regular - Flavoured hot chocolate - Caramel - 2.60",3.8,CARD,6405
06/07/2022 14:37,Birmingham,Robert Boren,Large - Chai latte - None - 2.60,2.6,CARD,3486
06/07/2022 14:38,Birmingham,Leticia Byrge,"Large - Speciality Tea - Camomile - 1.60, Regular - Speciality Tea - English breakfast - 1.30, Regular - Flavoured hot chocolate - Caramel - 2.60",5.5,CARD,9134
06/07/2022 14:39,Birmingham,Richard Carrothers,Regular - Red Label tea - None - 1.20,1.2,CASH,nan
06/07/2022 14:40,Birmingham,Ann Williams,"Regular - Red Label tea - None - 1.20, Large - Red Label tea - None - 1.80, Regular - Speciality Tea - English breakfast - 1.30, Regular - Speciality Tea - English breakfast - 1.30, Large - Cortado - None - 2.35",7.95,CARD,9141
06/07/2022 14:41,Birmingham,Patricia Johnson,"Large - Red Label tea - None - 1.80, Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - Camomile - 1.30",4.4,CASH,nan
06/07/2022 14:43,Birmingham,Michael Quillen,Regular - Cortado - None - 2.05,2.05,CASH,nan
06/07/2022 14:44,Birmingham,Diane Brevig,"Regular - Flavoured hot chocolate - Caramel - 2.60, Regular - Speciality Tea - English breakfast - 1.30, Regular - Speciality Tea - Camomile - 1.30, Large - Chai latte - None - 2.60, Large - Speciality Tea - English breakfast - 1.60",9.4,CARD,2375
06/07/2022 14:45,Birmingham,Barbara Mcgregor,"Large - Flavoured hot chocolate - Caramel - 2.90, Regular - Speciality Tea - Camomile - 1.30",4.2,CARD,5623
06/07/2022 14:46,Birmingham,Dorothy Doran,"Large - Speciality Tea - English breakfast - 1.60, Large - Cortado - None - 2.35",3.95,CASH,nan
06/07/2022 14:47,Birmingham,David Ward,"Regular - Speciality Tea - Camomile - 1.30, Regular - Red Label tea - None - 1.20, Regular - Speciality Tea - English breakfast - 1.30",3.8,CASH,nan
06/07/2022 14:48,Birmingham,Raymond Henry,"Regular - Chai latte - None - 2.30, Regular - Cortado - None - 2.05",4.35,CARD,9877
06/07/2022 14:49,Birmingham,Glynis Chamberlain,"Large - Red Label tea - None - 1.80, Regular - Red Label tea - None - 1.20, Regular - Cortado - None - 2.05, Large - Speciality Tea - English breakfast - 1.60, Regular - Cortado - None - 2.05",8.7,CARD,3216
06/07/2022 14:51,Birmingham,Gary Lineberger,"Large - Cortado - None - 2.35, Regular - Speciality Tea - English breakfast - 1.30, Large - Speciality Tea - English breakfast - 1.60, Regular - Chai latte - None - 2.30, Large - Cortado - None - 2.35",9.9,CASH,nan
06/07/2022 14:52,Birmingham,Margaret Miller,"Large - Speciality Tea - English breakfast - 1.60, Large - Red Label tea - None - 1.80, Regular - Red Label tea - None - 1.20",4.6,CARD,7706
06/07/2022 14:53,Birmingham,Melinda Williams,"Regular - Chai latte - None - 2.30, Regular - Flavoured hot chocolate - Caramel - 2.60, Regular - Red Label tea - None - 1.20, Large - Cortado - None - 2.35, Large - Red Label tea - None - 1.80",10.25,CARD,7103
06/07/2022 14:54,Birmingham,Elizabeth Washington,"Large - Chai latte - None - 2.60, Large - Flavoured hot chocolate - Caramel - 2.90, Regular - Speciality Tea - English breakfast - 1.30, Regular - Chai latte - None - 2.30, Large - Flavoured hot chocolate - Caramel - 2.90, Large - Chai latte - None - 2.60",14.6,CARD,1562
06/07/2022 14:55,Birmingham,Kenneth Staley,Large - Red Label tea - None - 1.80,1.8,CASH,nan
06/07/2022 14:56,Birmingham,Glen Wight,"Large - Cortado - None - 2.35, Large - Speciality Tea - English breakfast - 1.60, Large - Speciality Tea - English breakfast - 1.60",5.55,CASH,nan
06/07/2022 14:58,Birmingham,Troy Sawyer,"Regular - Cortado - None - 2.05, Regular - Speciality Tea - English breakfast - 1.30, Regular - Flavoured hot chocolate - Caramel - 2.60, Regular - Speciality Tea - English breakfast - 1.30, Regular - Speciality Tea - Camomile - 1.30, Regular - Flavoured hot chocolate - Caramel - 2.60",11.15,CARD,0278
06/07/2022 14:59,Birmingham,William Mcilwraith,Large - Speciality Tea - Camomile - 1.60,1.6,CARD,8427
06/07/2022 15:00,Birmingham,Teresa Williams,"Regular - Speciality Tea - English breakfast - 1.30, Large - Cortado - None - 2.35, Large - Cortado - None - 2.35, Large - Cortado - None - 2.35",8.35,CARD,6328
06/07/2022 15:01,Birmingham,Samantha Hoyt,"Regular - Red Label tea - None - 1.20, Large - Red Label tea - None - 1.80",3.0,CARD,1571
06/07/2022 15:02,Birmingham,Bernard Heatly,"Regular - Flavoured hot chocolate - Caramel - 2.60, Regular - Cortado - None - 2.05, Regular - Speciality Tea - Camomile - 1.30",5.95,CARD,8896
06/07/2022 15:04,Birmingham,Ursula Drake,"Regular - Speciality Tea - English breakfast - 1.30, Large - Speciality Tea - English breakfast - 1.60, Large - Chai latte - None - 2.60, Regular - Cortado - None - 2.05, Large - Chai latte - None - 2.60, Large - Flavoured hot chocolate - Caramel - 2.90",13.05,CASH,nan
06/07/2022 15:05,Birmingham,Lyla Shannon,Large - Speciality Tea - Camomile - 1.60,1.6,CARD,1051
06/07/2022 15:06,Birmingham,Shane Harris,"Regular - Cortado - None - 2.05, Regular - Speciality Tea - English breakfast - 1.30",3.35,CARD,0404
06/07/2022 15:07,Birmingham,Nicholas Hill,"Large - Speciality Tea - Camomile - 1.60, Regular - Speciality Tea - Camomile - 1.30",2.9,CASH,nan
06/07/2022 15:09,Birmingham,Chantel Park,"Large - Speciality Tea - Camomile - 1.60, Large - Flavoured hot chocolate - Caramel - 2.90",4.5,CARD,5511
06/07/2022 15:10,Birmingham,Michael Bodey,"Regular - Cortado - None - 2.05, Large - Speciality Tea - Camomile - 1.60",3.65,CARD,1145
06/07/2022 15:11,Birmingham,Carmen Clement,"Large - Speciality Tea - Camomile - 1.60, Regular - Flavoured hot chocolate - Caramel - 2.60, Regular - Cortado - None - 2.05, Regular - Flavoured hot chocolate - Caramel - 2.60",8.85,CASH,nan
06/07/2022 15:12,Birmingham,Larry Brown,"Large - Chai latte - None - 2.60, Regular - Speciality Tea - Camomile - 1.30, Large - Cortado - None - 2.35",6.25,CARD,8424
06/07/2022 15:14,Birmingham,Chad Jones,Large - Cortado - None - 2.35,2.35,CARD,6688
06/07/2022 15:15,Birmingham,Thomas Ward,"Large - Chai latte - None - 2.60, Regular - Cortado - None - 2.05",4.65,CARD,0186
06/07/2022 15:16,Birmingham,Alta Vasquez,"Regular - Chai latte - None - 2.30, Regular - Speciality Tea - English breakfast - 1.30, Regular - Speciality Tea - English breakfast - 1.30, Regular - Chai latte - None - 2.30",7.2,CARD,7067
06/07/2022 15:18,Birmingham,Nicholas Patterson,"Large - Red Label tea - None - 1.80, Regular - Speciality Tea - English breakfast - 1.30, Regular - Red Label tea - None - 1.20",4.3,CASH,nan
06/07/2022 15:19,Birmingham,Maurine Hughes,"Regular - Chai latte - None - 2.30, Large - Speciality Tea - English breakfast - 1.60, Large - Flavoured hot chocolate - Caramel - 2.90, Regular - Red Label tea - None - 1.20",8.0,CASH,nan
06/07/2022 15:20,Birmingham,Dana Mahaffey,"Large - Flavoured hot chocolate - Caramel - 2.90, Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - English breakfast - 1.30",5.5,CARD,2667
06/07/2022 15:21,Birmingham,James Sharma,"Regular - Red Label tea - None - 1.20, Large - Speciality Tea - English breakfast - 1.60, Large - Speciality Tea - English breakfast - 1.60, Regular - Chai latte - None - 2.30",6.7,CASH,nan
06/07/2022 15:23,Birmingham,Douglas Throckmorton,Regular - Chai latte - None - 2.30,2.3,CASH,nan
06/07/2022 15:24,Birmingham,Seth Williams,"Regular - Red Label tea - None - 1.20, Regular - Speciality Tea - Camomile - 1.30, Large - Flavoured hot chocolate - Caramel - 2.90, Regular - Flavoured hot chocolate - Caramel - 2.60",8.0,CASH,nan
06/07/2022 15:25,Birmingham,Charlotte Draudt,Large - Chai latte - None - 2.60,2.6,CASH,nan
06/07/2022 15:26,Birmingham,Arthur Siano,"Large - Speciality Tea - English breakfast - 1.60, Large - Red Label tea - None - 1.80, Large - Red Label tea - None - 1.80, Regular - Cortado - None - 2.05",7.25,CARD,4861
06/07/2022 15:28,Birmingham,Dante Hightower,"Large - Speciality Tea - English breakfast - 1.60, Regular - Cortado - None - 2.05, Large - Speciality Tea - English breakfast - 1.60",5.25,CASH,nan
06/07/2022 15:29,Birmingham,Porsha Barthelemy,"Regular - Red Label tea - None - 1.20, Regular - Speciality Tea - English breakfast - 1.30, Regular - Cortado - None - 2.05",4.55,CARD,9822
06/07/2022 15:30,Birmingham,Shirley Olds,"Large - Cortado - None - 2.35, Large - Red Label tea - None - 1.80",4.15,CARD,5776
06/07/2022 15:31,Birmingham,Janet Capello,Regular - Chai latte - None - 2.30,2.3,CASH,nan
06/07/2022 15:33,Birmingham,Salvatore Revak,"Regular - Chai latte - None - 2.30, Regular - Cortado - None - 2.05",4.35,CASH,nan
06/07/2022 15:34,Birmingham,Tyra Mitchell,"Large - Speciality Tea - Camomile - 1.60, Regular - Flavoured hot chocolate - Caramel - 2.60, Large - Red Label tea - None - 1.80, Regular - Cortado - None - 2.05",8.05,CASH,nan
06/07/2022 15:35,Birmingham,Betty Gilles,"Regular - Speciality Tea - Camomile - 1.30, Large - Speciality Tea - Camomile - 1.60, Regular - Speciality Tea - English breakfast - 1.30, Large - Red Label tea - None - 1.80",6.0,CASH,nan
06/07/2022 15:37,Birmingham,Kellee Neidecker,"Large - Speciality Tea - Camomile - 1.60, Regular - Red Label tea - None - 1.20, Regular - Cortado - None - 2.05",4.85,CARD,1573
06/07/2022 15:38,Birmingham,Anna Malkin,"Regular - Speciality Tea - Camomile - 1.30, Large - Speciality Tea - English breakfast - 1.60, Regular - Speciality Tea - Camomile - 1.30, Regular - Chai latte - None - 2.30, Regular - Cortado - None - 2.05, Regular - Red Label tea - None - 1.20",9.75,CARD,0935
06/07/2022 15:39,Birmingham,Tammy Maze,"Regular - Flavoured hot chocolate - Caramel - 2.60, Regular - Flavoured hot chocolate - Caramel - 2.60, Large - Chai latte - None - 2.60",7.8,CARD,5289
06/07/2022 15:40,Birmingham,Rose Doty,"Large - Cortado - None - 2.35, Regular - Speciality Tea - English breakfast - 1.30, Large - Speciality Tea - English breakfast - 1.60, Large - Speciality Tea - Camomile - 1.60, Regular - Speciality Tea - English breakfast - 1.30, Regular - Speciality Tea - Camomile - 1.30",9.45,CARD,7116
06/07/2022 15:42,Birmingham,Mayra Wilcoxon,Large - Flavoured hot chocolate - Caramel - 2.90,2.9,CARD,4775
06/07/2022 15:43,Birmingham,Louise Dixon,Large - Red Label tea - None - 1.80,1.8,CARD,2181
06/07/2022 15:44,Birmingham,John Jefferis,"Large - Speciality Tea - English breakfast - 1.60, Large - Speciality Tea - Camomile - 1.60, Regular - Chai latte - None - 2.30",5.5,CARD,7855
06/07/2022 15:45,Birmingham,John Benefiel,"Large - Speciality Tea - English breakfast - 1.60, Regular - Speciality Tea - Camomile - 1.30, Large - Red Label tea - None - 1.80, Large - Speciality Tea - English breakfast - 1.60",6.3,CARD,8436
06/07/2022 15:47,Birmingham,Buck Kane,"Regular - Speciality Tea - Camomile - 1.30, Large - Cortado - None - 2.35, Regular - Flavoured hot chocolate - Caramel - 2.60, Large - Cortado - None - 2.35",8.6,CARD,9232
06/07/2022 15:48,Birmingham,Illa Mitchell,"Large - Speciality Tea - English breakfast - 1.60, Large - Flavoured hot chocolate - Caramel - 2.90",4.5,CARD,3524
06/07/2022 15:49,Birmingham,Mary Kriss,"Large - Speciality Tea - Camomile - 1.60, Large - Speciality Tea - Camomile - 1.60, Large - Speciality Tea - English breakfast - 1.60, Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - English breakfast - 1.30",7.4,CARD,5645
06/07/2022 15:50,Birmingham,Daniel Jackson,Large - Chai latte - None - 2.60,2.6,CASH,nan
06/07/2022 15:52,Birmingham,Estella Vegas,Large - Speciality Tea - English breakfast - 1.60,1.6,CARD,0609
06/07/2022 15:53,Birmingham,Denise Woodruff,"Large - Chai latte - None - 2.60, Regular - Chai latte - None - 2.30, Large - Speciality Tea - English breakfast - 1.60, Regular - Chai latte - None - 2.30",8.8,CASH,nan
06/07/2022 15:54,Birmingham,Elizabeth Brown,Large - Red Label tea - None - 1.80,1.8,CARD,5392
06/07/2022 15:56,Birmingham,Karin Rice,"Regular - Chai latte - None - 2.30, Large - Chai latte - None - 2.60, Regular - Cortado - None - 2.05, Large - Chai latte - None - 2.60, Regular - Chai latte - None - 2.30, Regular - Speciality Tea - English breakfast - 1.30",13.15,CARD,5048
06/07/2022 15:57,Birmingham,Ann Anaya,"Regular - Speciality Tea - Camomile - 1.30, Large - Cortado - None - 2.35",3.65,CASH,nan
06/07/2022 15:58,Birmingham,Charles Alexander,"Large - Chai latte - None - 2.60, Large - Cortado - None - 2.35",4.95,CARD,7403
06/07/2022 15:59,Birmingham,Kristopher Schneider,"Large - Red Label tea - None - 1.80, Regular - Flavoured hot chocolate - Caramel - 2.60, Large - Speciality Tea - English breakfast - 1.60",6.0,CARD,7792
06/07/2022 16:01,Birmingham,Della Briggs,"Large - Cortado - None - 2.35, Large - Speciality Tea - Camomile - 1.60",3.95,CASH,nan
06/07/2022 16:04,Birmingham,Andrew Dones,"Large - Speciality Tea - English breakfast - 1.60, Regular - Speciality Tea - Camomile - 1.30, Regular - Chai latte - None - 2.30, Regular - Flavoured hot chocolate - Caramel - 2.60",7.8,CARD,5082
06/07/2022 16:08,Birmingham,Damien Amado,"Large - Cortado - None - 2.35, Large - Speciality Tea - English breakfast - 1.60, Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - English breakfast - 1.30",6.55,CASH,nan
06/07/2022 16:11,Birmingham,Deborah Becnel,"Regular - Speciality Tea - English breakfast - 1.30, Large - Speciality Tea - Camomile - 1.60",2.9,CARD,6952
06/07/2022 16:15,Birmingham,James Howard,"Regular - Speciality Tea - English breakfast - 1.30, Regular - Flavoured hot chocolate - Caramel - 2.60, Large - Cortado - None - 2.35, Regular - Flavoured hot chocolate - Caramel - 2.60",8.85,CASH,nan
06/07/2022 16:18,Birmingham,Amber Byers,Regular - Chai latte - None - 2.30,2.3,CARD,7563
06/07/2022 16:22,Birmingham,Heather Harris,"Regular - Red Label tea - None - 1.20, Regular - Speciality Tea - English breakfast - 1.30",2.5,CARD,6704
06/07/2022 16:25,Birmingham,James Anthony,"Large - Chai latte - None - 2.60, Large - Flavoured hot chocolate - Caramel - 2.90, Large - Speciality Tea - Camomile - 1.60",7.1,CARD,0757
06/07/2022 16:29,Birmingham,Amy Pulley,"Large - Red Label tea - None - 1.80, Regular - Speciality Tea - Camomile - 1.30, Large - Chai latte - None - 2.60, Regular - Cortado - None - 2.05",7.75,CARD,7085
06/07/2022 16:32,Birmingham,Margaret Hadsall,"Large - Speciality Tea - Camomile - 1.60, Regular - Flavoured hot chocolate - Caramel - 2.60, Large - Chai latte - None - 2.60, Regular - Red Label tea - None - 1.20, Large - Speciality Tea - Camomile - 1.60",9.6,CARD,2001
06/07/2022 16:36,Birmingham,Leslie Rose,"Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - Camomile - 1.30, Regular - Speciality Tea - English breakfast - 1.30",3.9,CARD,8204
06/07/2022 16:39,Birmingham,Patrice Roe,"Regular - Flavoured hot chocolate - Caramel - 2.60, Large - Red Label tea - None - 1.80, Large - Speciality Tea - Camomile - 1.60",6.0,CARD,7641
06/07/2022 16:43,Birmingham,Jamie Bohnsack,"Regular - Red Label tea - None - 1.20, Large - Red Label tea - None - 1.80, Large - Speciality Tea - Camomile - 1.60, Large - Cortado - None - 2.35",6.95,CARD,4692
06/07/2022 16:46,Birmingham,Myron Banta,Large - Cortado - None - 2.35,2.35,CASH,nan
06/07/2022 16:50,Birmingham,Brenda Canfield,Large - Red Label tea - None - 1.80,1.8,CARD,2268
06/07/2022 16:53,Birmingham,Christopher Savage,"Large - Chai latte - None - 2.60, Large - Chai latte - None - 2.60, Regular - Speciality Tea - Camomile - 1.30",6.5,CARD,5202
06/07/2022 16:57,Birmingham,Ryan Harvey,"Regular - Red Label tea - None - 1.20, Regular - Chai latte - None - 2.30, Large - Chai latte - None - 2.60, Large - Speciality Tea - Camomile - 1.60",7.7,CARD,1551
